deviceID,time,lat,long,pm1,pm25,pm10,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,sfr,temp_ext,hum_ext,join_accessible,join_avgtravtim,join_b5_sc,join_b7_sc,join_bike_lane,join_borough_in,join_boroughcod,join_bphys_id,join_collection,join_continuous,join_created_by,join_date_creat,join_time_creat,join_fcc,join_fire_lane,join_from_level,join_joinid,join_l_blockfac,join_l_high_hn,join_l_low_hn,join_l_zip,join_lsubsect,join_modified_b,join_date_modif,join_time_modif,join_nominaldir,join_nonped,join_physicalid,join_posted_spe,join_r_blockfac,join_r_high_hn,join_r_low_hn,join_r_zip,join_rsubsect,join_rw_type,join_rwjurisdic,join_sandist_in,join_seglocstat,join_segmentlen,join_shape_leng,join_snow_prior,join_special_di,join_status,join_stname_lab,join_streetwi_1,join_streetwidt,join_to_level_c,join_trafdir,join_truck_rout,join_twisted_pa,join_within_bnd,join_wkt_field,join_org_fid,join_distance,distance
39002f001447373432363933,1579620800,40.801689,-73.917168,0.32,0.74,0.76,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1.2,32.7,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.562305214
39002f001447373432363933,1579620864,40.803909,-73.919556,1.24,1.28,1.28,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1.6,32.3,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.564620227
39002f001447373432363933,1579620926,40.805828,-73.918236,1.32,4.34,5.57,15,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0.3,34.7,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.566484023
39002f001447373432363933,1579620988,40.806683,-73.917572,1.33,2.44,2.58,20,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,-0.6,35.6,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.567311457
39002f001447373432363933,1579621054,40.808056,-73.916641,0.33,0.33,0.33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,-0.7,37.2,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.568645789
39002f001447373432363933,1579621118,40.80674,-73.913231,1.7,3.19,3.38,18,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,-1.2,37.6,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.567194431
39002f001447373432363933,1579621178,40.805946,-73.908913,0.28,0.29,0.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-1.4,40,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.566230822
39002f001447373432363933,1579621246,40.810341,-73.90184,0.16,0.17,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,-1.4,41.5,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.570349921
39002f001447373432363933,1579621306,40.81258,-73.898727,1.37,3.25,3.49,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,-1.3,40.7,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.572469802
39002f001447373432363933,1579621378,40.813137,-73.895638,0.05,0.05,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,-1.2,40.3,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.572911277
39002f001447373432363933,1579621438,40.813763,-73.891136,0.36,0.37,0.37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,-1.4,39.8,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.573371662
39002f001447373432363933,1579621506,40.813091,-73.889816,0.8,1.28,1.3,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,-1.3,41.3,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.572652253
39002f001447373432363933,1579621564,40.813087,-73.889862,1.16,1.33,1.33,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,-0.5,43.6,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.572649918
39002f001447373432363933,1579621628,40.812988,-73.889771,1.32,4.45,8.25,33,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0.6,43.6,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.572547693
39002f001447373432363933,1579624922,0.00068,-73.890038,2.14,3.56,3.62,19,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,11.3,24.8,,0,550425,55042501,1,,5,0,,,DCP,11/29/07,00:00.0,,,13,,1722611574,,,10307,8C,BlockfaceID_LOAD,1/12/16,00:00.0,,,15740,0,1722604183,,,10307,8C,6,,,,252.6940605,252.694059,V,,2,SURF AV,,12,13,NV,,N,,Point (-74,24193,0,34.24487757
39002f001447373432363933,1579624990,0.00068,-73.888451,1.18,1.21,1.21,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,9.5,20.2,,0,550425,55042501,1,,5,0,,,DCP,11/29/07,00:00.0,,,13,,1722611574,,,10307,8C,BlockfaceID_LOAD,1/12/16,00:00.0,,,15740,0,1722604183,,,10307,8C,6,,,,252.6940605,252.694059,V,,2,SURF AV,,12,13,NV,,N,,Point (-74,24193,0,34.24486659
39002f001447373432363933,1579625048,40.814583,-73.8862,1.5,2.73,2.89,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,6.9,22,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.574013572
39002f001447373432363933,1579625114,0.00068,-73.884117,0.88,7.18,9.34,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,5.8,24.9,,0,550425,55042501,1,,5,0,,,DCP,11/29/07,00:00.0,,,13,,1722611574,,,10307,8C,BlockfaceID_LOAD,1/12/16,00:00.0,,,15740,0,1722604183,,,10307,8C,6,,,,252.6940605,252.694059,V,,2,SURF AV,,12,13,NV,,N,,Point (-74,24193,0,34.24483696
39002f001447373432363933,1579625178,40.81628,-73.887566,1.54,4.76,126.71,29,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358,6.4,24.2,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.575758249
39002f001447373432363933,1579625284,0.000682,-73.890297,3.98,22.01,292.39,40,4,0,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,284,6.3,24.6,,0,550425,55042501,1,,5,0,,,DCP,11/29/07,00:00.0,,,13,,1722611574,,,10307,8C,BlockfaceID_LOAD,1/12/16,00:00.0,,,15740,0,1722604183,,,10307,8C,6,,,,252.6940605,252.694059,V,,2,SURF AV,,12,13,NV,,N,,Point (-74,24193,0,34.24487737
39002f001447373432363933,1579625348,0.000682,-73.890297,3.01,3.42,3.43,31,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,6.5,24.5,,0,550425,55042501,1,,5,0,,,DCP,11/29/07,00:00.0,,,13,,1722611574,,,10307,8C,BlockfaceID_LOAD,1/12/16,00:00.0,,,15740,0,1722604183,,,10307,8C,6,,,,252.6940605,252.694059,V,,2,SURF AV,,12,13,NV,,N,,Point (-74,24193,0,34.24487737
39002f001447373432363933,1579625412,40.820961,-73.893646,0.79,0.82,0.82,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4.4,26.9,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.580656527
39002f001447373432363933,1579625478,0.000682,73.897942,0.49,0.49,0.49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3.1,29.4,,0,449690,44969001,,,4,0,,,DCP,11/29/07,00:00.0,,,13,,82260739,270-099,270-001,11040,1C,BlockfaceID_LOAD,11/7/15,00:00.0,,,5936,0,82260407,0,0,11040,1C,1,,,,164.2291143,212.1537479,P,,2,HILLSIDE AV,,30,13,TF,,N,,Point (-73,98363,0,151.4717724
39002f001447373432363933,1579625540,0.000682,-73.903908,0.4,0.41,0.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3.3,30.4,,0,550425,55042501,1,,5,0,,,DCP,11/29/07,00:00.0,,,13,,1722611574,,,10307,8C,BlockfaceID_LOAD,1/12/16,00:00.0,,,15740,0,1722604183,,,10307,8C,6,,,,252.6940605,252.694059,V,,2,SURF AV,,12,13,NV,,N,,Point (-74,24193,0,34.24497471
39002f001447373432363933,1579625669,40.826733,-73.905487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,3.8,28.8,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.586869347
39002f001447373432363933,1579625733,40.827637,-73.903061,1.62,1.8,1.8,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,3.4,29.2,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.587679848
39002f001447373432363933,1579625797,40.829464,-73.902351,0.96,0.99,0.99,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,3.4,29.3,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.589478532
39002f001447373432363933,1579625859,40.828686,-73.898575,1.61,7.27,84.55,20,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1.8,32,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.588558809
39002f001447373432363933,1579625925,40.826374,-73.898651,2.43,8.51,11.17,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,3.4,30.4,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.58625127
39002f001447373432363933,1579625989,40.823109,-73.894867,0.86,33.92,76.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3.2,30.3,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.582847979
39002f001447373432363933,1579626049,40.821083,-73.89489,6.63,42.9,337.56,40,10,8,2,4,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,311,4.2,29.1,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.580824204
39002f001447373432363933,1579626117,40.820946,-73.892159,0.18,0.19,0.19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1.8,31.8,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.580587145
39002f001447373432363933,1579626181,40.819435,-73.889816,0.4,0.41,0.41,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0.7,33.2,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.578992109
30001c000f47373432363933,1579624439,40.852821,-73.868912,0.22,0.23,0.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1.9,34.5,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.611638241
30001c000f47373432363933,1579624503,40.850044,-73.867928,2.01,2.24,2.24,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,2.2,33.5,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.60883054
30001c000f47373432363933,1579624611,40.846722,-73.870628,2.46,2.8,2.81,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0.9,36,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.605599043
30001c000f47373432363933,1579624671,40.847122,-73.870567,1.66,6.43,8.52,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0.7,36.9,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.605996807
30001c000f47373432363933,1579624737,40.84713,-73.87043,1.41,3.47,3.69,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,3.8,35.2,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606000275
30001c000f47373432363933,1579624799,40.847115,-73.870438,0.65,4.99,10.52,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,7.2,28,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.605985548
30001c000f47373432363933,1579624970,40.84721,-73.870445,0.93,1.06,1.06,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,12.9,19.5,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606080727
30001c000f47373432363933,1579625030,40.84713,-73.870392,0.99,1.53,1.56,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,14.8,17.3,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.60599902
30001c000f47373432363933,1579625092,40.847012,-73.870308,0.86,1.05,1.05,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,16.7,15.6,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.605878311
30001c000f47373432363933,1579625158,40.847157,-73.870277,0.64,4.03,8.26,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,18.3,14.3,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606022208
30001c000f47373432363933,1579625224,40.847164,-73.870491,0.66,0.76,0.76,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,19.5,13.4,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606036272
30001c000f47373432363933,1579625286,40.847168,-73.870529,0.46,0.49,0.49,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,20.5,12.6,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606041526
30001c000f47373432363933,1579625350,40.847164,-73.870522,0.82,0.92,0.92,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,21.6,11.9,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606037297
30001c000f47373432363933,1579625414,40.84716,-73.870346,1.23,1.81,1.83,17,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,22.4,11.4,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606027485
30001c000f47373432363933,1579626220,40.847084,-73.870537,1.59,1.87,1.87,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,27.5,9.1,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.605957836
30001c000f47373432363933,1579626282,40.84708,-73.870399,0.79,4.37,8.4,13,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,27.6,9,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.605949279
30001c000f47373432363933,1579626346,40.847145,-73.870392,0.6,3.67,7.6,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,27.8,8.8,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606014012
30001c000f47373432363933,1579626408,40.84713,-73.870316,1.09,4.1,5.13,19,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,27.9,8.8,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.60599651
30001c000f47373432363933,1579626474,40.847202,-73.870567,1.19,1.64,1.66,27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,27.7,8.8,,0,207737,20773701,,,2,0,,,DCP,11/29/07,00:00.0,,,13,,1522614235,,,10471,3E,BlockfaceID_LOAD,12/22/15,00:00.0,,,105174,0,1522609447,,,10471,3E,1,3,,,161.5145602,161.5144543,V,,2,ADMINISTRATION HILL,,20,13,TW,,N,,Point (-73,37766,0,6.606076763
